,1531000,1515000,1540500,1553500,1567000,1576000
4/1/2016,4381.69872,17962.2432,20683.7952,2639.90544,605.54532,19731.252
5/1/2016,2165.448208,4612.123456,14905.03312,4513.693992,5863.583784,42887.1236
6/1/2016,547.031952,3524.40984,3020.92272,693.99576,3061.746,7212.1128
7/1/2016,107.8505698,659.4774088,482.3043736,222.1693616,133.864071,1039.133913
8/1/2016,455.5878048,5610.479448,4569.9394,732.5964392,167.3300888,2629.472824
9/1/2016,197.31252,586.494456,382.378056,355.162536,134.4446688,1401.59928
10/1/2016,10855.36374,4218.4056,7354.087096,52167.61592,232.012308,40215.46672
11/1/2016,766.116888,1261.439352,3755.74176,802.85784,79.1971632,11865.96672
12/1/2016,3852.810448,16029.94128,16451.78184,16733.00888,441.5264528,20107.73336
1/1/2017,64963.44624,56667.24856,95476.58008,18842.21168,4204.344248,156081.0072
2/1/2017,12192.55296,73028.312,78489.55968,12230.65469,1160.832646,47119.13696
3/1/2017,4485.571288,47808.5968,121630.6948,5582.356744,3571.583408,83383.81736
4/1/2017,45313.8408,186426.312,439530.648,44089.1424,9634.29408,683109.552
5/1/2017,33466.01776,34731.53944,91961.24208,126552.168,39512.39912,240449.1192
6/1/2017,2585.4744,41775.8232,39326.4264,20003.4072,4885.18584,59057.6784
7/1/2017,5455.804576,62151.17584,199671.1984,11825.59703,2573.227416,113756.3377
8/1/2017,575.1092968,2966.945272,5821.399728,1385.043172,2488.859304,15608.10072
9/1/2017,149.68536,1143.05184,415.03668,191.869416,242.218128,4613.03064
10/1/2017,15748.71424,7789.989008,3824.687744,15467.4872,13034.8733,22779.39024
11/1/2017,3837.38832,9158.02248,38646.0384,11308.04856,1850.65536,82054.7928
12/1/2017,117.9747433,662.2896792,999.7621272,710.098276,253.104336,1842.037112
1/1/2018,29388.22568,29528.8392,138926.1578,168736.224,4682.430216,188422.1168
2/1/2018,21844.99072,103509.6944,236230.7136,90809.1184,75822.43872,529614.0192
3/1/2018,26013.5012,20810.80096,56245.408,29810.06624,6805.694368,216544.8208
4/1/2018,38646.0384,41639.7456,63548.2392,30073.1496,15240.6912,174179.328
5/1/2018,13091.11871,10799.11834,157487.1424,57792.15672,12711.46221,212326.4152
6/1/2018,798.775512,3497.19432,27351.5976,3102.56928,8559.28104,30345.3048
7/1/2018,64682.2192,24607.366,223575.4968,110522.2267,30794.36088,576515.432
8/1/2018,59057.6784,507614.8072,909769.4744,142019.6552,28966.38512,431683.5064
9/1/2018,129818.0304,224528.04,755230.68,134444.6688,48851.8584,1075013.04
10/1/2018,41199.76136,77478.04952,305131.3384,18560.98464,3290.356368,199671.1984
11/1/2018,33475.0896,66405.8688,221806.488,31842.1584,8994.72936,148324.584
12/1/2018,58776.45136,47105.5292,114881.2458,24888.59304,12500.54193,239042.984
1/1/2019,8282.136328,43590.1912,106866.2752,29950.67976,7466.577912,174360.7648
2/1/2019,30227.37088,45595.06784,163837.4304,74298.3696,27179.23264,304813.824
3/1/2019,14483.19256,19545.27928,32762.95016,24888.59304,11066.28402,224981.632
4/1/2019,39870.7368,64772.9376,175540.104,73754.0592,17417.9328,410954.352
5/1/2019,12120.88542,50480.25368,175766.9,53714.36464,33606.63128,383874.9096
6/1/2019,32250.3912,24221.8128,106004.4504,90355.5264,3973.46592,231331.92
7/1/2019,2221.693616,2460.7366,9646.087472,4963.657256,1996.711984,37262.5828
8/1/2019,2123.264152,2488.859304,4640.24616,871.803824,700.2553296,5427.681872
9/1/2019,2150.02608,880.422072,1469.63808,419.119008,128.3211768,2136.41832
10/1/2019,2840.393104,18982.8252,34450.3124,2432.613896,367.0012872,18279.7576
11/1/2019,25718.6664,131995.272,212281.056,25310.4336,1209.729864,431365.992
12/1/2019,12458.35787,21795.0956,85914.86072,19685.8928,2052.957392,64541.60568
1/1/2020,4077.79208,14764.4196,49495.95904,4794.921032,7325.964392,68056.94368
2/1/2020,38804.7956,21046.6688,33016.96168,16574.25168,3827.862888,88001.38392
3/1/2020,30513.13384,32200.49608,48652.27792,30372.52032,28685.15808,153268.7368
4/1/2020,14152.0704,13580.54448,50348.712,25990.8216,7402.62144,148324.584
5/1/2020,46402.4616,40356.08024,185609.8464,87602.22296,13259.85494,471055.292
6/1/2020,533.424192,3143.39256,4381.69872,718.489728,1332.199704,13104.27288
7/1/2020,174.3607648,925.2369616,1137.563377,275.6024992,255.9166064,2207.632264
8/1/2020,130.2081195,3135.681496,4935.534552,150.4564664,164.5178184,2531.04336
9/1/2020,58.3772904,542.949624,1687.36224,118.5235896,103.8272088,673.58412
